"GENDER","SCHOOL","MAXLOGIN","ISTEACHER","DAYREAD","ARTNUM","ISPAY","IS15VIP","ISPASS","EXERATE","READRATE","EXTENDRATE","TRANSRATE"
"女","211",12,"是",5,7,"否","是","否",0.285714285714286,0,0,0
"女","985",10,"是",6,7,"否","是","否",0.714285714285714,0,0.142857142857143,0.142857142857143
"未知","专科",10,"是",2,7,"否","是","否",0,0.285714285714286,1,0
"女","专科",10,"是",7,7,"否","是","否",1,0,0.142857142857143,0
"男","专科",13,"是",7,7,"否","是","否",1,1,1,1
"男","专科",13,"是",3,7,"否","否","否",0,0,0,0
"未知","专科",13,"是",1,7,"否","否","否",0,0,0,0
"未知","专科",9,"是",2,7,"否","否","否",0,0,0,0
"女","专科",9,"是",6,7,"否","是","否",1,0,0,0
"未知","专科",11,"是",1,7,"否","是","否",0,0,0,0
"女","未知",13,"否",5,7,"否","是","否",0.714285714285714,0,0.285714285714286,0
"未知","本科",10,"是",5,7,"否","是","是",1,0.857142857142857,0.857142857142857,0.714285714285714
"未知","本科",11,"是",4,7,"否","否","是",0.571428571428571,0.285714285714286,0,0
"男","本科",12,"是",7,7,"否","是","是",1,1,1,0.857142857142857
"未知","985",13,"是",4,7,"否","是","是",1,0,0,0
"未知","985",12,"是",5,7,"否","是","是",1,0,0,0
"女","985",13,"是",3,7,"否","是","是",1,0,0,0
"女","985",13,"是",6,7,"否","是","是",1,0.857142857142857,0,0.857142857142857
"女","985",12,"是",5,7,"否","是","是",0.714285714285714,0,0,0
"男","985",13,"是",4,7,"否","否","是",0.142857142857143,0,0.142857142857143,0
"未知","未知",11,"否",7,7,"否","是","否",0.857142857142857,0,0.142857142857143,0
"女","985",12,"是",4,7,"否","是","是",1,0,0,0.428571428571429
"未知","本科",12,"是",5,7,"否","是","是",1,0.285714285714286,0.285714285714286,0
"男","未知",12,"否",7,7,"否","是","否",1,0.285714285714286,0.285714285714286,0.142857142857143
"女","未知",13,"否",4,7,"否","是","否",0.857142857142857,0.142857142857143,0.285714285714286,0.285714285714286
"女","本科",12,"是",6,7,"否","是","否",0.857142857142857,0.857142857142857,0.428571428571429,0.714285714285714
"未知","本科",11,"是",6,7,"否","是","是",1,1,1,1
"男","本科",11,"是",2,7,"否","是","是",1,0,0,0
"女","未知",3,"否",3,7,"否","是","否",0.857142857142857,0,0.571428571428571,0.714285714285714
"未知","985",9,"是",6,7,"否","是","是",1,0,0,0
"未知","985",11,"是",4,7,"否","是","是",0.857142857142857,0.142857142857143,0.857142857142857,0.857142857142857
"未知","985",11,"是",4,7,"否","是","是",0.285714285714286,0,0,0
"男","985",12,"是",3,7,"否","是","否",1,0.857142857142857,0,0
"未知","本科",11,"是",3,7,"否","否","是",1,0,0,0
"女","本科",10,"是",7,7,"否","是","否",1,0.857142857142857,0.285714285714286,1
"女","本科",10,"是",7,7,"否","是","否",0.857142857142857,0.714285714285714,0.857142857142857,0.857142857142857
"未知","本科",10,"是",7,7,"否","是","否",1,0.857142857142857,0.285714285714286,0.428571428571429
"未知","本科",11,"是",7,7,"否","是","否",1,0.857142857142857,0.857142857142857,1
"女","本科",10,"是",3,7,"否","否","是",0.857142857142857,0,0.571428571428571,0.571428571428571
"女","985",8,"是",2,7,"否","是","是",1,0,0.142857142857143,1
"女","本科",9,"是",6,7,"否","是","否",0.857142857142857,0.857142857142857,0.857142857142857,0.857142857142857
"女","本科",9,"是",6,7,"否","是","否",0.857142857142857,1,1,0.857142857142857
"女","本科",9,"是",6,7,"否","是","否",0.857142857142857,0.857142857142857,1,0.857142857142857
"女","本科",10,"是",6,7,"否","是","否",0.857142857142857,0.857142857142857,0.857142857142857,0.857142857142857
"未知","未知",10,"否",7,7,"否","是","否",1,0,0,0
"男","本科",9,"是",6,7,"否","是","否",0.857142857142857,0.714285714285714,0.571428571428571,0.428571428571429
"男","本科",6,"是",3,7,"否","是","否",0.857142857142857,0,0,0
"男","本科",9,"是",6,7,"否","是","否",1,1,0.857142857142857,0.714285714285714
"女","本科",9,"是",7,7,"否","是","是",0.857142857142857,0.571428571428571,0.857142857142857,0.857142857142857
"男","本科",10,"是",5,7,"否","是","否",0.142857142857143,0.142857142857143,0.142857142857143,0.142857142857143
"女","本科",9,"是",5,7,"否","是","否",1,0,1,1
"未知","本科",9,"是",7,7,"否","是","否",1,1,0.857142857142857,0.428571428571429
"未知","本科",9,"是",7,7,"否","是","否",0.857142857142857,0.428571428571429,0.428571428571429,0.571428571428571
"未知","本科",8,"是",5,7,"否","是","否",1,0,0.714285714285714,0.714285714285714
"女","本科",9,"是",7,7,"否","是","否",1,0.285714285714286,0,0.857142857142857
"未知","本科",9,"是",6,7,"否","是","否",1,1,1,1
"男","本科",9,"是",5,7,"否","是","否",1,0.571428571428571,0.428571428571429,0
"未知","本科",9,"是",7,7,"否","是","是",1,0.857142857142857,0.857142857142857,1
"男","本科",8,"是",7,7,"否","是","否",1,0.142857142857143,0.571428571428571,0
"未知","未知",8,"否",7,7,"否","是","否",1,0,0.571428571428571,0.428571428571429
"男","本科",9,"是",7,7,"否","是","否",0.571428571428571,0.571428571428571,0.571428571428571,0
"男","本科",9,"是",6,7,"否","是","否",1,0,0.857142857142857,0.857142857142857
"未知","本科",9,"是",7,7,"否","是","是",1,0.857142857142857,0.428571428571429,0.285714285714286
"男","本科",7,"是",2,7,"否","是","否",1,0,0,0
"未知","本科",9,"是",4,7,"否","是","否",0.142857142857143,0.142857142857143,0,0.142857142857143
"男","本科",5,"是",4,7,"否","是","否",0.142857142857143,0,0,0.142857142857143
"未知","未知",8,"否",6,7,"否","是","否",1,0.428571428571429,0.857142857142857,1
"女","本科",8,"是",4,7,"否","是","否",1,0.714285714285714,0.285714285714286,0
"女","本科",6,"是",7,7,"否","是","否",1,1,0.857142857142857,1
"未知","本科",7,"是",7,7,"否","是","否",1,1,0.142857142857143,0.285714285714286
"未知","本科",8,"是",6,7,"否","是","否",0.857142857142857,0.857142857142857,0.857142857142857,0.142857142857143
"女","本科",7,"是",6,7,"否","是","是",1,0.857142857142857,0.714285714285714,0.714285714285714
"未知","本科",8,"是",7,7,"否","是","否",1,1,0.714285714285714,1
"未知","本科",6,"是",5,7,"否","是","是",0.714285714285714,0.571428571428571,0.428571428571429,0.142857142857143
"未知","未知",7,"否",4,7,"否","是","否",1,0.142857142857143,0.714285714285714,0.714285714285714
"女","本科",6,"是",6,7,"否","是","否",0.857142857142857,0.142857142857143,0.714285714285714,0.857142857142857
"未知","本科",5,"是",4,7,"否","是","否",1,0.571428571428571,0.714285714285714,0.428571428571429
"未知","本科",1,"是",2,7,"否","是","否",1,0.285714285714286,0,0
"未知","本科",5,"是",4,7,"否","是","否",1,0.142857142857143,0.142857142857143,0
"未知","本科",7,"是",4,7,"否","是","否",1,1,0.142857142857143,0
"未知","本科",6,"是",5,7,"否","是","否",0.857142857142857,0.714285714285714,0.857142857142857,0.857142857142857
"女","本科",6,"是",5,7,"否","是","否",1,0.428571428571429,1,0.285714285714286
"未知","本科",6,"是",4,7,"否","是","否",1,0,0.285714285714286,0.142857142857143
"未知","本科",6,"是",5,7,"否","否","否",0,0,0,0
"未知","本科",6,"是",5,7,"否","是","否",0.714285714285714,0.714285714285714,0.285714285714286,0
"未知","本科",5,"是",3,7,"否","是","否",0.857142857142857,0,0.142857142857143,0
"女","本科",5,"是",5,7,"否","否","否",0,0,0,0
"未知","本科",5,"是",5,7,"否","是","否",0,0,0,0
"未知","本科",5,"是",5,7,"否","否","否",0,0,0,0
"女","未知",5,"否",5,7,"否","是","否",1,0.142857142857143,0.142857142857143,0.285714285714286
"女","本科",5,"是",1,7,"否","是","否",0,0,0.571428571428571,0
"未知","本科",2,"是",1,7,"否","是","是",1,0,0.142857142857143,0.142857142857143
"未知","本科",4,"是",4,7,"否","是","否",0.285714285714286,0,0,0.142857142857143
"女","专科",3,"是",2,7,"否","否","否",0,0,0,0
"未知","本科",4,"是",4,7,"否","是","否",0,0,0,0
"未知","本科",4,"是",4,7,"否","否","否",0,0,0,0
"女","本科",3,"是",2,7,"否","是","否",1,0,0.142857142857143,0
"女","本科",3,"是",2,7,"否","是","否",0.857142857142857,0,0.285714285714286,0
"女","本科",3,"是",2,7,"否","是","否",1,0,0.857142857142857,1
"女","本科",3,"是",2,7,"否","是","否",0.857142857142857,0,0,0
"未知","本科",2,"是",2,7,"否","是","否",1,0.142857142857143,0,1
"未知","本科",1,"是",1,7,"否","是","否",0.857142857142857,0,0.857142857142857,0
"女","本科",2,"是",2,7,"否","是","否",1,0.857142857142857,0.857142857142857,0.714285714285714
"未知","未知",163,"否",8,8,"否","是","否",0.75,0,0.625,0.625
"未知","未知",149,"否",7,8,"否","是","否",1,0,1,1
"未知","未知",153,"否",8,8,"否","否","否",1,0,1,0.875
"未知","211",157,"是",5,8,"否","否","是",1,0.25,0.625,0.375
"女","未知",151,"是",4,8,"否","是","否",1,0,0.625,0.625
"男","本科",123,"是",5,8,"否","是","否",1,1,0.25,1
"男","本科",121,"是",4,8,"否","是","否",1,0.75,0.625,0.5
"男","本科",120,"是",4,8,"否","是","否",1,0.625,0.625,1
"男","本科",120,"是",4,8,"否","是","否",1,1,1,1
"男","本科",118,"是",4,8,"否","是","否",1,0.25,0.375,0.25
"女","本科",119,"是",5,8,"否","是","否",1,0.5,1,1
"未知","本科",116,"是",6,8,"否","是","是",0.875,0,0.5,0.5
"女","本科",120,"是",5,8,"否","是","是",0.75,0.5,0.25,0.5
"男","本科",125,"是",7,8,"否","是","是",0.75,0,0.375,0.375
"女","本科",111,"是",8,8,"否","是","是",1,0.125,0.125,0.125
"女","211",129,"是",3,8,"否","否","是",1,0.875,0.875,0.875
"女","211",117,"是",6,8,"否","否","是",1,0,0.5,1
"男","211",93,"否",5,8,"否","否","否",0.875,0,0,0
"女","211",129,"是",3,8,"否","是","是",1,0.5,0.875,1
"男","本科",119,"是",4,8,"否","是","是",1,1,1,1
"未知","211",127,"是",2,8,"否","否","是",1,0,0,0
"女","本科",97,"是",7,8,"否","是","是",0.75,0.375,0.25,0.125
"女","本科",124,"否",5,8,"否","否","否",0.875,0.25,0.625,0.375
"女","211",115,"是",3,8,"否","否","是",1,0,0.125,0.125
"女","本科",117,"是",7,8,"否","是","否",0.875,0,0.125,0.125
"女","本科",117,"是",5,8,"否","是","否",0.875,0.25,0.375,0.5
"男","本科",118,"是",4,8,"否","是","否",1,0.75,0,1
"男","本科",117,"是",4,8,"否","是","否",1,1,1,1
"未知","本科",116,"是",5,8,"否","是","否",1,0.375,0.125,1
"女","本科",90,"是",8,8,"否","是","是",1,0.25,0.25,0.125
"女","本科",121,"否",8,8,"否","是","否",0.625,0.75,0.5,0.625
"女","本科",70,"是",1,8,"否","否","否",0.375,0.5,0.625,0.375
"女","未知",74,"否",4,8,"否","是","否",1,0,0.375,0
"未知","未知",109,"否",7,8,"否","是","否",1,0,0,0
"女","本科",92,"否",6,8,"否","否","否",1,1,1,1
"女","本科",111,"是",7,8,"否","否","否",1,0.5,0.625,0.75
"女","211",103,"否",7,8,"否","是","否",1,0.375,0.75,0.875
"女","未知",90,"否",8,8,"否","否","否",0.875,0.25,0.875,0.875
"女","本科",109,"否",5,8,"否","否","否",1,0.125,0.75,1
"男","211",117,"否",6,8,"否","否","否",0.25,0.25,0.125,0
"女","本科",81,"否",4,8,"否","否","否",1,0.125,0.875,0.875
"男","未知",68,"否",8,8,"否","否","否",0.875,0,0.625,0.75
"女","本科",82,"否",2,8,"否","否","否",0.25,0.25,0.375,0.5
"女","本科",69,"否",2,8,"否","否","否",0.875,0.875,0.875,0.875
"女","本科",89,"否",8,8,"否","否","否",0.875,0,0.75,0.75
"女","未知",81,"否",7,8,"是","否","否",0.875,0.625,0.625,0.625
"女","本科",90,"否",5,8,"否","是","否",0.875,0.125,0.625,0.5
"男","本科",114,"否",3,8,"否","否","否",0.625,0.25,0.625,0.625
"女","本科",109,"否",7,8,"否","否","否",0.875,0.125,0.25,0.125
"女","本科",78,"否",7,8,"否","否","否",1,0.625,0.75,0.75
"女","本科",62,"否",6,8,"否","否","否",0.875,0.875,0.875,0.875
"女","本科",76,"否",5,8,"否","否","否",0.5,0.25,0.25,0.25
"女","未知",75,"否",5,8,"否","否","否",0.875,0.125,0.625,0.75
"未知","本科",81,"否",8,8,"否","否","否",0.75,0.25,0.625,0.75
"未知","本科",64,"否",7,8,"否","否","否",1,0.875,0.625,0.5
"未知","本科",59,"否",6,8,"否","否","否",1,0.875,0.875,0.875
"女","本科",96,"否",8,8,"否","是","否",1,0.875,1,1
"男","本科",101,"是",6,8,"否","是","否",0.625,0.375,0.375,0.375
"男","专科",81,"否",3,8,"否","否","否",1,1,0.75,1
"未知","211",73,"否",6,8,"否","否","否",1,0.125,1,1
"未知","985",61,"否",4,8,"否","否","否",1,1,1,1
"未知","本科",89,"否",7,8,"否","否","否",0.5,0.375,0.5,0.5
"女","211",59,"否",3,8,"否","否","否",1,0.375,0.75,1
"未知","专科",107,"否",5,8,"否","是","否",0.875,0.375,0.125,0.25
"女","未知",99,"否",7,8,"否","否","否",0.75,0,0.375,0.5
"女","本科",63,"否",3,8,"否","是","否",1,0.375,0.75,0.75
"未知","未知",31,"否",7,8,"否","否","否",0.875,0.75,0.875,0.75
"未知","211",48,"是",2,8,"否","是","否",0,0,0,0
"女","本科",57,"是",6,8,"否","是","是",0.625,0,0.125,0.125
"男","本科",50,"是",7,8,"否","是","否",0.25,0,0,0
"未知","本科",50,"是",7,8,"否","是","是",0.875,0,0,0
"未知","本科",50,"是",5,8,"否","是","否",0.125,0,0,0
"男","本科",57,"是",7,8,"是","是","是",0.875,0,0.125,0.125
"男","本科",57,"是",8,8,"否","是","否",0.25,0,0,0
"未知","本科",50,"是",8,8,"否","是","是",0.5,0,0,0
"未知","本科",57,"是",7,8,"否","是","是",0.375,0,0,0
"男","本科",50,"是",8,8,"否","是","否",0.125,0,0,0
"未知","本科",50,"是",8,8,"是","是","否",0.25,0.125,0,0
"男","本科",50,"是",6,8,"否","是","是",0.375,0,0,0
"男","本科",57,"是",7,8,"否","是","是",0.75,0.125,0,0.125
"男","本科",43,"是",6,8,"否","是","是",0.625,0,0,0
"未知","本科",50,"是",7,8,"否","是","是",0.375,0,0,0
"未知","本科",48,"是",7,8,"否","是","是",0.625,0,0.125,0.125
"未知","本科",57,"是",6,8,"否","是","是",0.625,0.375,0.5,0.25
"男","未知",61,"否",4,8,"否","是","否",1,0,0.25,0.375
"未知","本科",43,"是",7,8,"否","是","是",0.5,0,0.125,0
"男","本科",61,"是",6,8,"否","是","是",0.25,0.125,0,0
"男","本科",50,"是",5,8,"否","是","是",0.25,0.25,0.25,0
"未知","本科",44,"是",5,8,"否","是","是",1,0,0,0
"男","本科",50,"是",7,8,"否","是","是",0.625,0,0,0
"男","本科",50,"是",8,8,"否","是","是",0.125,0,0,0
"未知","本科",57,"是",8,8,"否","是","是",0.5,0,0.125,0
"未知","本科",50,"是",6,8,"否","是","是",0.875,0.125,0.25,0.25
"男","本科",50,"是",6,8,"否","是","是",0.75,0.25,0.25,0
"女","本科",50,"是",7,8,"否","是","是",0.875,0.375,0.625,0.5
"女","本科",52,"是",7,8,"否","是","是",0.625,0.25,0.25,0.125
"未知","本科",50,"是",8,8,"否","是","是",0.875,0.5,0.625,0
"未知","本科",50,"是",5,8,"否","是","是",0.75,0.25,0.125,0.125
"未知","本科",50,"是",8,8,"否","是","是",0.875,0,0,0
"男","本科",57,"是",7,8,"否","是","是",0.875,0.375,0.125,0
"男","本科",50,"是",6,8,"否","是","是",0.625,0,0,0
"男","本科",50,"是",6,8,"否","是","是",0.625,0.125,0.25,0
"女","本科",39,"是",6,8,"否","是","是",0.875,0.125,0.125,0.25
"未知","本科",45,"是",5,8,"否","是","是",0.75,0,0,0
"男","本科",43,"是",5,8,"否","是","是",0.375,0.375,0.375,0.25
"未知","本科",44,"是",8,8,"否","是","是",0.875,0.125,0.125,0.125
"女","本科",52,"是",7,8,"否","是","是",0.75,0.125,0.625,0.625
"女","本科",50,"是",6,8,"否","是","是",0.875,0.375,0,0.5
"女","本科",41,"是",3,8,"否","否","是",0.75,0,0,0.125
"男","本科",49,"是",6,8,"否","是","是",1,0,0,0
"女","本科",52,"是",5,8,"否","是","是",1,1,1,0.875
"男","本科",49,"是",8,8,"否","是","是",0.875,0.875,0.875,0.875
"未知","本科",45,"是",6,8,"否","是","是",1,1,1,1
"男","本科",51,"是",5,8,"否","是","是",1,0.375,1,1
"男","本科",52,"是",6,8,"否","是","是",0.875,0.125,0.125,0.125
"女","本科",52,"是",6,8,"否","是","是",1,1,1,1
"男","本科",52,"是",5,8,"否","是","是",0.875,0.875,0.875,0.875
"男","本科",43,"是",5,8,"否","是","是",1,0.875,1,1
"男","211",53,"是",5,8,"否","是","是",1,1,0.875,0.875
"男","211",44,"是",6,8,"否","是","是",0.375,0.125,0.125,0
"女","本科",47,"是",2,8,"否","是","是",1,1,0.875,1
"男","本科",37,"否",6,8,"否","是","否",0.125,0,0.125,0.125
"女","未知",51,"否",7,8,"是","是","否",0.875,0.125,0.25,0.125
"男","本科",39,"是",4,8,"否","是","是",1,1,0.875,1
"女","本科",34,"是",3,8,"否","是","否",0.25,0,0.125,0.125
"未知","未知",30,"否",6,8,"否","是","否",0.875,0,0.25,0.125
"男","本科",43,"是",8,8,"否","是","是",1,0,0.125,0.875
"女","本科",53,"是",7,8,"否","是","是",1,0,0.875,0.875
"女","本科",52,"是",3,8,"否","是","是",0.75,0.125,0.125,0
"未知","本科",52,"是",6,8,"是","是","是",1,0,1,1
"女","本科",50,"是",7,8,"否","是","是",1,0,0.875,1
"女","本科",34,"是",8,8,"否","是","是",1,0.125,0.625,0.5
"女","本科",18,"否",8,8,"否","是","是",1,0,0.125,0
"未知","未知",9,"否",7,8,"否","是","否",1,0,0,0.625
"女","本科",51,"是",7,8,"否","是","是",1,0,0.875,0.875
"男","本科",42,"是",5,8,"否","是","是",1,0.75,0.375,0.875
"女","本科",40,"是",6,8,"否","是","否",0.625,0.125,0.5,0.625
"女","本科",43,"是",6,8,"否","是","是",0.5,0.125,0.375,0.125
"女","本科",45,"是",7,8,"否","是","是",0.875,0.25,0.5,0.625
"女","本科",41,"是",6,8,"否","是","是",0.875,0.25,0.5,0.375
"未知","本科",45,"是",7,8,"否","是","是",0.875,0,0.75,0.75
"女","未知",14,"否",8,8,"否","是","否",0.875,0,0.375,0.375
"未知","211",43,"是",4,8,"否","是","否",0.125,0,0,0
"未知","211",36,"是",3,8,"否","是","是",1,0,0,0
"女","211",44,"是",6,8,"否","是","是",0.75,0.5,0.5,0.5
"未知","211",42,"是",3,8,"否","是","是",0.875,0.75,0.375,0
"男","211",43,"是",5,8,"否","是","是",1,0,0,0
"未知","211",45,"是",4,8,"否","是","是",0.75,0,0,0
"女","未知",38,"否",3,8,"否","是","否",0.375,0.125,0.375,0.375
"男","211",29,"是",5,8,"否","是","否",0.625,0,0,0
"女","本科",42,"是",2,8,"否","是","否",1,0,0,0
"未知","本科",36,"是",1,8,"否","否","否",0,0,0,0
"女","本科",40,"是",6,8,"否","是","是",1,0.5,0.75,0.375
"女","211",14,"是",7,8,"否","是","是",1,0.125,0,0.125
"未知","未知",30,"否",6,8,"否","是","否",0.625,0.125,0,0.125
"未知","未知",33,"否",8,8,"否","是","否",1,0.25,1,0.75
"男","本科",43,"是",5,8,"否","是","是",0.875,0,0.5,0.5
"男","本科",40,"是",4,8,"否","是","是",1,0.625,1,1
"未知","本科",40,"是",5,8,"否","是","是",0.875,0.25,0.5,0.375
"女","本科",41,"是",3,8,"否","是","是",1,1,1,1
"女","本科",15,"是",4,8,"否","是","否",1,0.25,0,0.25
"女","本科",43,"是",5,8,"否","是","是",0.875,0.875,0,0.875
"未知","本科",35,"是",4,8,"否","是","是",1,1,0.625,1
"男","本科",40,"是",7,8,"否","是","是",1,0.625,0.25,0.625
"男","本科",32,"是",3,8,"否","是","是",0.25,0,0,0
"女","本科",40,"是",6,8,"否","是","是",1,0.625,1,1
"女","本科",43,"是",6,8,"否","是","是",1,0.75,0.75,1
"女","本科",29,"是",4,8,"否","是","是",1,1,1,1
"未知","未知",9,"否",6,8,"否","是","否",1,0,0.5,0.75
"女","985",24,"是",5,8,"否","是","是",0.875,0.125,0.5,0.625
"男","985",30,"是",6,8,"否","是","是",0.625,0.625,0.625,0.625
"男","211",40,"是",4,8,"否","是","是",0.75,0.375,0.375,0.125
"女","本科",38,"是",8,8,"否","是","是",1,1,0.5,0.625
"男","本科",39,"是",3,8,"否","是","是",1,0.125,0,0
"女","本科",40,"是",8,8,"否","是","是",1,1,0.125,0.875
"女","本科",41,"是",7,8,"否","是","是",1,0.125,0,0.75
"女","本科",39,"是",8,8,"否","是","是",1,0.5,0.125,0.75
"男","本科",41,"是",7,8,"否","是","是",0.625,0.25,0.375,0.5
"女","本科",38,"是",7,8,"否","是","是",1,1,1,1
"女","本科",40,"是",8,8,"否","是","是",0.875,0.25,0.75,0.5
"女","本科",40,"是",7,8,"否","是","是",1,1,0.75,1
"男","本科",39,"是",8,8,"否","是","是",1,0.75,0.125,0.25
"男","本科",40,"是",5,8,"否","是","是",0.75,0.75,0.75,0.75
"男","本科",38,"是",5,8,"否","是","是",1,1,0.875,1
"男","本科",40,"是",5,8,"否","是","是",1,0.75,0,0.875
"女","本科",39,"是",5,8,"否","是","是",1,1,1,1
"未知","本科",41,"是",8,8,"否","是","是",1,0.875,1,1
"未知","本科",39,"是",5,8,"否","是","是",1,1,0.875,1
"未知","本科",38,"是",4,8,"否","是","是",1,1,1,1
"未知","本科",40,"是",5,8,"否","是","是",1,0.5,0.5,0.375
"女","本科",40,"是",6,8,"否","是","是",1,0.875,0.25,1
"男","本科",38,"是",4,8,"否","是","是",1,0.75,0.75,1
"女","本科",40,"是",4,8,"否","是","是",1,1,1,1
"未知","本科",38,"是",5,8,"否","是","是",0.75,0.625,0.5,0.625
"未知","本科",40,"是",4,8,"否","是","是",1,0.75,0.875,1
"未知","本科",41,"是",5,8,"否","是","是",0.875,0.75,1,1
"未知","本科",40,"是",8,8,"否","是","是",1,1,1,1
"未知","本科",40,"是",6,8,"否","是","是",1,0.875,1,1
"未知","本科",40,"是",5,8,"否","是","是",1,1,0.875,0.875
"女","本科",40,"是",5,8,"否","是","是",1,1,0.75,0.875
"女","本科",38,"是",5,8,"否","是","是",0.875,0.75,0.875,0.875
"女","本科",40,"是",6,8,"否","是","是",1,1,1,1
"未知","本科",40,"是",5,8,"否","是","是",1,1,0.625,1
"女","本科",40,"是",6,8,"否","是","是",1,1,1,1
"未知","本科",40,"是",7,8,"否","是","是",1,0.75,1,1
"未知","本科",38,"是",5,8,"是","是","否",1,1,0.875,1
"女","本科",40,"是",6,8,"否","是","是",1,0.875,1,1
"未知","本科",39,"是",6,8,"否","是","是",1,1,1,0.875
"男","本科",39,"是",6,8,"是","是","是",1,1,0.875,1
"女","本科",39,"是",6,8,"否","是","是",1,0.75,0.75,0.75
"女","本科",40,"是",6,8,"否","是","是",1,0.25,1,1
"女","本科",23,"否",4,8,"否","是","否",1,0.125,0.25,1
"女","本科",39,"是",5,8,"否","是","是",1,1,1,1
"女","本科",39,"是",7,8,"是","是","否",1,0.875,1,1
"未知","本科",39,"是",7,8,"否","是","是",0.875,0.875,0.75,0.875
"女","本科",37,"是",5,8,"否","是","是",0.875,0.875,0.875,0.875
"未知","本科",39,"是",5,8,"否","是","是",1,0.875,1,1
"女","本科",37,"是",6,8,"否","是","是",0.875,0.5,0.5,1
"女","本科",39,"是",6,8,"是","是","是",0.5,0.375,0.25,0.375
"女","未知",25,"否",7,8,"否","是","否",1,0.125,0.625,0.75
"女","本科",39,"是",5,8,"是","是","是",0.625,0.5,0.75,0.75
"女","211",35,"是",8,8,"否","是","是",0.875,0,0,0
"未知","本科",39,"是",7,8,"否","是","是",1,0.75,1,1
"未知","211",36,"是",5,8,"否","是","是",1,0,0,0
"女","211",38,"是",7,8,"否","是","是",0.75,0,0.125,0.25
"男","本科",7,"是",2,8,"否","是","否",1,0,0,0
"男","未知",17,"否",4,8,"否","是","否",0.5,0,0.5,0.5
"未知","211",38,"是",4,8,"否","是","是",0.875,0,0.75,0.875
"女","985",35,"是",4,8,"否","否","否",0,0,0,0
"女","本科",36,"是",3,8,"否","是","是",1,0.5,0.875,0.875
"女","本科",35,"是",4,8,"否","是","是",0.875,0.75,1,0.875
"男","985",29,"是",5,8,"是","是","否",0.75,0.75,0.75,0.75
"未知","未知",1,"否",1,8,"否","是","否",1,0,0,0.125
"未知","本科",36,"是",3,8,"否","是","是",0.5,1,1,1
"男","211",29,"是",3,8,"否","是","是",1,0,0,0
"女","未知",23,"否",6,8,"否","是","否",0.75,0,0.875,0.875
"女","未知",33,"否",6,8,"是","是","否",0.875,0,0.125,0.75
"未知","本科",28,"是",4,8,"否","是","是",1,0.25,0.25,0.125
"未知","本科",26,"是",6,8,"否","是","是",1,0,0.125,0.125
"男","本科",34,"是",5,8,"否","是","是",0.625,0.125,0.25,0.25
"男","本科",28,"是",3,8,"否","是","是",0.875,0.25,0,0
"未知","本科",34,"是",7,8,"否","是","是",1,0.25,0.75,0.625
"未知","本科",30,"是",3,8,"否","是","是",0.875,0.125,0.75,0.5
"未知","本科",33,"是",4,8,"否","是","是",1,0.25,0.25,0.125
"未知","本科",29,"是",5,8,"否","是","是",1,0.125,0.625,0.375
"未知","本科",30,"是",4,8,"是","是","否",0.625,0.125,0,0
"未知","本科",34,"是",4,8,"否","是","是",1,0.25,0.5,0.375
"女","本科",34,"是",6,8,"否","是","是",1,0.5,0.875,0.875
"未知","本科",31,"是",4,8,"否","是","是",1,0.125,0.125,0
"未知","本科",33,"是",5,8,"否","是","是",0.875,0.125,0.25,0.25
"未知","本科",31,"是",5,8,"否","是","是",1,0.75,0.375,0.25
"男","本科",32,"是",6,8,"否","是","是",1,0.125,0.625,0.25
"男","本科",30,"是",5,8,"否","是","是",1,0.125,0.25,0.25
"男","本科",31,"是",5,8,"否","是","是",1,0.125,0.125,0
"男","本科",30,"是",4,8,"否","是","是",1,0.125,0.25,0.25
"男","本科",33,"是",4,8,"否","是","是",1,0,0,0
"未知","本科",31,"是",4,8,"否","是","是",1,0.25,0.5,0.5
"未知","本科",30,"是",4,8,"否","是","是",1,0.25,1,1
"未知","本科",31,"是",6,8,"否","是","是",0.75,0.25,0.625,0.75
"未知","本科",25,"是",8,8,"是","是","是",1,0.5,0.875,0.5
"未知","本科",24,"是",4,8,"否","是","是",0.625,0.5,0.375,0.375
"男","本科",31,"是",4,8,"否","是","是",0.25,0.25,0.25,0.25
"女","本科",30,"是",4,8,"否","是","是",0.875,0,0.5,0.125
"男","本科",18,"是",4,8,"否","是","是",0.625,0,0,0
"未知","本科",29,"是",5,8,"否","是","是",1,0.25,0.375,0.5
"男","本科",30,"是",8,8,"是","是","是",1,0,0.5,0.625
"女","本科",28,"是",8,8,"否","是","是",0.875,0.375,0.75,0.25
"未知","本科",32,"是",4,8,"否","是","是",1,0,0.5,0.5
"未知","本科",29,"是",4,8,"否","是","是",0.375,0,0,0
"男","本科",30,"是",3,8,"否","是","是",1,0,0,0
"男","本科",29,"是",5,8,"否","是","是",1,0,0.125,0
"未知","本科",28,"是",6,8,"否","是","否",0.875,0,0.125,0.125
"男","本科",31,"是",4,8,"否","是","是",0.375,0,0,0
"女","本科",33,"是",6,8,"否","是","是",0.75,0.625,0.625,0.625
"女","专科",32,"否",7,8,"是","是","否",0.875,0.125,0.25,0.125
"男","本科",32,"是",5,8,"否","是","是",1,0.125,0.5,0.375
"未知","本科",31,"是",7,8,"否","是","是",0.875,0.125,0.5,0.5
"男","本科",33,"是",5,8,"否","是","是",0.375,0.375,0.375,0.375
